uid,type,episodeNumber,name,url,description,season,places,State,MillionDollar,show,location,coords,point,lat,lng,altitude,hgtv_go_url,hgtv_go_url_good,hulu_url
54,TVEpisode,7,Neighborhood Battle in Seattle,https://www.hgtv.com/shows/house-hunters/episodes/neighborhood-battle-in-seattle,A Seattle couple agrees they need a home with room for future foster kids; but that's where the similarities end. He's keeping a tight grip on the price; but she's willing to break the bank with pricey projects to get her dream home.,190,Seattle,Washington,0,House Hunters,Seattle; Washington,Seattle; King County; Washington; United States of America,(47.6038321; -122.3300624; 0.0),47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/neighborhood-battle-in-seattle,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a627
36,TVEpisode,13,Something Old; Something New in Seattle,https://www.hgtv.com/shows/house-hunters/episodes/something-old-something-new-in-seattle,A newlywed couple struggles to agree on finding their first home together in Seattle. He prefers an older home with character and doesn't mind projects; but she's looking for something modern that's move-in ready with an in-law suite for her father.,192,Seattle,Washington,0,House Hunters,Seattle; Washington,Seattle; King County; Washington; United States of America,(47.6038321; -122.3300624; 0.0),47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/something-old-something-new-in-seattle,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a649
156,TVEpisode,12,New Beginnings on Camano Island; WA,https://www.hgtv.com/shows/house-hunters/episodes/new-beginnings-on-camano-island-wa,A Seattle couple wants to start their life together in a more peaceful setting and feel like Camano Island in Washington is the perfect spot. They hope to find a home with water views where they can enjoy the island's laid-back vibe and an easy commute to work.,182r1r,Seattle,Washington,0,House Hunters,Seattle; Washington,Seattle; King County; Washington; United States of America,(47.6038321; -122.3300624; 0.0),47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/new-beginnings-on-camano-island-wa,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a714
623,TVEpisode,6,Post-Honeymoon House Hunt,https://www.hgtv.com/shows/house-hunters/episodes/post-honeymoon-house-hunt,Just days back from their honeymoon; a young Washington state couple begins their hunt for their first home. She wants a Colonial on lots of land but he's seeking a sturdy craftsman with rustic finishes. Can they compromise or is the honeymoon already over?,145,,Washington,0,House Hunters,,,,47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/post-honeymoon-house-hunt,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a114
158,TVEpisode,1,Beer and Loathing,https://www.hgtv.com/shows/house-hunters/episodes/beer-and-loathing,A couple seeks a bigger place in Puyallup; Washington. While she thinks they should build from scratch; he wants to keep costs low so they can afford to create the cellar of his dreams.,181,Puyallup,Washington,0,House Hunters,Puyallup; Washington,Puyallup; Pierce County; Washington; United States of America,(47.1849009; -122.29214; 0.0),47.1849009,-122.29214,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/beer-and-loathing,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a538
433,TVEpisode,1,Newlyweds Go Tiny in Spanaway; WA,https://www.hgtv.com/shows/house-hunters/episodes/newlyweds-go-tiny-in-spanaway-wa,Ready to free themselves from the mortgage and upkeep of their 1;700-square-foot home; newlyweds are going tiny in Spanaway; WA. They agree that they need a large kitchen where she can start her catering business; but she wants a clean; modern home style while he's looking for more of a cabin feel.,159,Spanaway,Washington,0,House Hunters,Spanaway; Washington,Spanaway; Pierce County; Washington; United States of America,(47.0979462; -122.4243422; 0.0),47.0979462,-122.4243422,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/newlyweds-go-tiny-in-spanaway-wa,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a295
417,TVEpisode,9,Ocean Side Estate in Ocean Park,https://www.hgtv.com/shows/house-hunters/episodes/ocean-side-estate-in-ocean-park,A couple is hunting for a home nestled among the dunes of Ocean Park; WA; where they can raise their daughter. They want their oceanside estate to be both move-in ready and on the beach with open space to play.,161,Ocean Park,Washington,0,House Hunters,Ocean Park; Washington,Ocean Park; Pacific County; Washington; United States of America,(46.491486; -124.050169; 0.0),46.491486,-124.050169,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/ocean-side-estate-in-ocean-park,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a319
302,TVEpisode,12,Out of Time in Montana,https://www.hgtv.com/shows/house-hunters/episodes/out-of-time-in-montana,A couple rushes to find a new home in Billings; Montana; after getting an offer on their current house. She's focusing on getting a ranch in the west end of town but he just wants a little space for what he calls his hidey-hole.,170,Billings,Montana,0,House Hunters,Billings; Montana,Billings; Yellowstone County; Montana; United States of America,(45.7874957; -108.49607; 0.0),45.7874957,-108.49607,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/out-of-time-in-montana,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a429
581,TVEpisode,3,Gas vs. Wood-burning Fireplace in Portland; OR,https://www.hgtv.com/shows/house-hunters/episodes/gas-vs-wood-burning-fireplace-in-portland-or,A couple in Portland; Oregon; is on the hunt for a home with a modern kitchen. However; while one is looking for a wood-burning fireplace; the other prefers gas.,148,Portland,Oregon,0,House Hunters,Portland; Oregon,Portland; Multnomah County; Oregon; United States of America,(45.5202471; -122.6741949; 0.0),45.5202471,-122.6741949,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/gas-vs-wood-burning-fireplace-in-portland-or,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a149
327,TVEpisode,11,Portland Proud,https://www.hgtv.com/shows/house-hunters/episodes/portland-proud,A pair of young buyers is ready to purchase a home in Portland; Oregon. While one is determined to get her hands dirty with a fixer-upper; the other thinks taking a risk on DIY is a bad idea.,168,Portland,Oregon,0,House Hunters,Portland; Oregon,Portland; Multnomah County; Oregon; United States of America,(45.5202471; -122.6741949; 0.0),45.5202471,-122.6741949,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/portland-proud,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a409
181,TVEpisode,11,Healthy Midlife Crisis in Oregon,https://www.hgtv.com/shows/house-hunters/episodes/healthy-midlife-crisis-in-oregon,A single; empty nester is having a healthy midlife crisis and fulfilling a lifelong dream of moving to Portland; Oregon. She wants to go big; but her best friend wants her to keep it simple since she's also starting a new business.,180,Portland,Oregon,0,House Hunters,Portland; Oregon,Portland; Multnomah County; Oregon; United States of America,(45.5202471; -122.6741949; 0.0),45.5202471,-122.6741949,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/healthy-midlife-crisis-in-oregon,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a524
119,TVEpisode,9,Helicopter Mom Knows Best in Oregon,https://www.hgtv.com/shows/house-hunters/episodes/helicopter-mom-knows-best-in-oregon,An Oregon mom will do anything to make her boys happy. She's trying to get her husband to spend less on a house; just so she has extra money left over in order to spoil them.,185,,Oregon,0,House Hunters,Portland; Oregon,Portland; Multnomah County; Oregon; United States of America,(45.5202471; -122.6741949; 0.0),45.5202471,-122.6741949,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/helicopter-mom-knows-best-in-oregon,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a561
87,TVEpisode,4,Purchasing in Portland,https://www.hgtv.com/shows/house-hunters/episodes/purchasing-in-portland,A young couple has outgrown their small rental in Portland; Oregon. They're looking for a home where they can grow both their business and family; but finding a place that has Portland's quirky charm will be a challenge.,187,Portland,Oregon,0,House Hunters,Portland; Oregon,Portland; Multnomah County; Oregon; United States of America,(45.5202471; -122.6741949; 0.0),45.5202471,-122.6741949,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/purchasing-in-portland,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a587
117,TVEpisode,7,Winning in Aberdeen,https://www.hgtv.com/shows/house-hunters/episodes/winning-in-aberdeen,A college basketball coach and his family are relocating to Aberdeen; South Dakota; and are pressed to find a house quickly. Tensions rise as she hopes for a fixer-upper and he wants a turnkey ready home so he can focus on coaching.,185,Aberdeen,South Dakota,0,House Hunters,Aberdeen; South Dakota,Aberdeen; Brown County; South Dakota; United States of America,(45.4649805; -98.487813; 0.0),45.4649805,-98.487813,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/winning-in-aberdeen,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a563
155,TVEpisode,10,Becoming Part of the Community,https://www.hgtv.com/shows/house-hunters/episodes/becoming-part-of-the-community,A young Milwaukee couple moves to secluded Washington Island; Wisconsin; and looks forward to being part of the tight-knit community. They want to find a home with an open layout so they can invite friends over for game night.,182r1r,Washington Island,Wisconsin,0,House Hunters,Washington Island; Wisconsin,Washington Island; Town of Washington; Door County; Wisconsin; United States of America,(45.375835800000004; -86.89967200506896; 0.0),45.3758358,-86.89967201,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/becoming-part-of-the-community,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a715
552,TVEpisode,13,Third Time's a Charm in Minnesota,https://www.hgtv.com/shows/house-hunters/episodes/third-times-a-charm-in-minnesota,A young couple is on the hunt for their third home in Minnesota. He's looking for a ranch with a maintenance-free deck; while she has her heart set on a Craftsman with all the bedrooms on one level.,151,,Minnesota,0,House Hunters,Minneapolis; Minnesota,Minneapolis; Hennepin County; Minnesota; United States of America,(44.9772995; -93.2654692; 0.0),44.9772995,-93.2654692,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/third-times-a-charm-in-minnesota,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a179
529,TVEpisode,3,Moving to Minneapolis,https://www.hgtv.com/shows/house-hunters/episodes/moving-to-minneapolis,A couple is looking for a large family home in Minneapolis. He'd love a vintage fixer-upper like their previous homes; but she's ready for something brand new and move-in ready.,152,Minneapolis,Minnesota,0,House Hunters,Minneapolis; Minnesota,Minneapolis; Hennepin County; Minnesota; United States of America,(44.9772995; -93.2654692; 0.0),44.9772995,-93.2654692,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/moving-to-minneapolis,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a200
512,TVEpisode,12,Minneapolis White Out,https://www.hgtv.com/shows/house-hunters/episodes/minneapolis-white-out,A Minneapolis couple has a tug-of-war over budget; and her obsession with painting everything white. Compromise may not come easy; but it will definitely be necessary.,154,Minneapolis,Minnesota,0,House Hunters,Minneapolis; Minnesota,Minneapolis; Hennepin County; Minnesota; United States of America,(44.9772995; -93.2654692; 0.0),44.9772995,-93.2654692,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/minneapolis-white-out,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a227
305,TVEpisode,2,Mixing Families in Minnesota,https://www.hgtv.com/shows/house-hunters/episodes/mixing-families-in-minnesota,A Minnesota couple is eager to combine their families into one home in the Twin Cities. She's hoping to find a turnkey craftsman with nearby neighbors but he wants to find a home that comes with a lot of land and plenty of projects to keep him busy.,169,Minneapolis,Minnesota,0,House Hunters,Minneapolis; Minnesota,Minneapolis; Hennepin County; Minnesota; United States of America,(44.9772995; -93.2654692; 0.0),44.9772995,-93.2654692,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/mixing-families-in-minnesota,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a412
191,TVEpisode,9,Type A Wife vs. Laid-Back Husband in Minnesota,https://www.hgtv.com/shows/house-hunters/episodes/type-a-wife-vs-laid-back-husband-in-minnesota,A recently married couple is ready to move out of their two-bedroom apartment in downtown Minneapolis. She's a Type A personality who wants a completely updated forever home in the suburbs and is willing to pay a lot to get it. He's more laid back and would prefer a lower-priced fixer-upper close to downtown.,179,Minneapolis,Minnesota,0,House Hunters,Minneapolis; Minnesota,Minneapolis; Hennepin County; Minnesota; United States of America,(44.9772995; -93.2654692; 0.0),44.9772995,-93.2654692,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/type-a-wife-vs-laid-back-husband-in-minnesota,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a503
71,TVEpisode,1,Minnesota Dreamin',https://www.hgtv.com/shows/house-hunters/episodes/minnesota-dreamin,A husband has convinced his wife to move from sunny Los Angeles to his snowy home state of Minnesota in search of affordable housing. The sticker shock from the hot Minneapolis market; however; is forcing some compromises neither of them expected.,188,Minneapolis,Minnesota,0,House Hunters,Minneapolis; Minnesota,Minneapolis; Hennepin County; Minnesota; United States of America,(44.9772995; -93.2654692; 0.0),44.9772995,-93.2654692,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/minnesota-dreamin,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a600
674,TVEpisode,3,Size or Style in St. Paul,https://www.hgtv.com/shows/house-hunters/episodes/size-or-style-in-st-paul,A couple living with her parents is eager to find their own home in St. Paul; Minnesota. He wants lots of space and a room for his musical instruments; but she's craving a cozy house with lots of original features.,141,St. Paul,Minnesota,0,House Hunters,St. Paul; Minnesota,St. Paul; Ramsey County; Minnesota; United States of America,(44.9504037; -93.1015026; 0.0),44.9504037,-93.1015026,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/size-or-style-in-st-paul,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a52
531,TVEpisode,5,You; Me and My Bike Makes Three,https://www.hgtv.com/shows/house-hunters/episodes/you-me-and-my-bike-makes-three,High school sweethearts are on the hunt for their first place in St. Paul; Minnesota. They want to find a cozy charmer big enough for themselves; their baby daughter and all of his bikes.,152,St. Paul,Minnesota,0,House Hunters,St. Paul; Minnesota,St. Paul; Ramsey County; Minnesota; United States of America,(44.9504037; -93.1015026; 0.0),44.9504037,-93.1015026,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/you-me-and-my-bike-makes-three,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a201
472,TVEpisode,12,Hunting for Historic,https://www.hgtv.com/shows/house-hunters/episodes/hunting-for-historic,A young couple is determined to find a historic home in Minnesota's Twin Cities region that doesn't require a ton of renovations. They also hope to find a house with a garage for those cold Minnesota winters.,157,St. Paul,Minnesota,0,House Hunters,St. Paul; Minnesota,St. Paul; Ramsey County; Minnesota; United States of America,(44.9504037; -93.1015026; 0.0),44.9504037,-93.1015026,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/hunting-for-historic,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a262
579,TVEpisode,1,Oregon Family Affair,https://www.hgtv.com/shows/house-hunters/episodes/oregon-family-affair,A Salem; Oregon; couple is on the hunt for a duplex to share with her sister's family. She wants a house with projects she can put her own stamp on; but he wants a painter-upper. With her brother-in-law giving his two cents; this house hunt could get interesting.,148,Salem,Oregon,0,House Hunters,Salem; Oregon,Salem; Marion County; Oregon; United States of America,(44.9391565; -123.033121; 0.0),44.9391565,-123.033121,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/oregon-family-affair,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a141
428,TVEpisode,8,Family of Four Goes Tiny in Albany; Oregon,https://www.hgtv.com/shows/house-hunters/episodes/family-of-four-goes-tiny-in-albany-oregon,An online business owner and her husband are selling their 2200 sq. ft. home in Albany; Oregon; to buy a tiny house on wheels and travel the country with their two sons. The family plans to stay at various campgrounds; but they are not well versed in the outdoors or camping. They want their tiny to have a private master bedroom; dual bathroom vanity; a washer/dryer; an office space and separate sleeping spaces for the kids. Finding a place that fits their needs and their $100;000 budget will be a tight squeeze.,160,Albany,Oregon,0,House Hunters,Albany; Oregon,Albany; Linn County; Oregon; United States of America,(44.6365071; -123.1059324; 0.0),44.6365071,-123.1059324,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/family-of-four-goes-tiny-in-albany-oregon,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a303
164,TVEpisode,7,A Doctor and a Dreamer in Oregon,https://www.hgtv.com/shows/house-hunters/episodes/a-doctor-and-a-dreamer-in-oregon,A couple looks to buy their first home in Albany; Oregon; if they can actually agree on one. She's a busy doctor who's saying no way to a fixer-upper; but he's a dreamer who thinks they can swing it.,181,Albany,Oregon,0,House Hunters,Albany; Oregon,Albany; Linn County; Oregon; United States of America,(44.6365071; -123.1059324; 0.0),44.6365071,-123.1059324,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/a-doctor-and-a-dreamer-in-oregon,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a533
616,TVEpisode,12,Family Searches for a Home in Rural Vermont,https://www.hgtv.com/shows/house-hunters/episodes/family-searches-for-a-home-in-rural-vermont,A couple with two kids moves back to Vermont to be closer to family; and hopes to find a home they can all agree on. She wants something close to town with historical charm; but he wants something modern with plenty of land.,146,,Vermont,0,House Hunters,Burlington; Vermont,Burlington; Chittenden County; Vermont; United States of America,(44.4762975; -73.2135472; 0.0),44.4762975,-73.2135472,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/family-searches-for-a-home-in-rural-vermont,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a125
645,TVEpisode,1,Settling in South Dakota,https://www.hgtv.com/shows/house-hunters/episodes/settling-in-south-dakota,"A military family is on the hunt for a home in Rapid City; SD. He wants a split-level house with potential for renovation projects as well as a ""basement bunker."" She; however; is hoping to find a move-in ready ranch-style home.",143,Rapid City,South Dakota,0,House Hunters,Rapid City; South Dakota,Rapid City; Pennington County; South Dakota; United States of America,(44.081176; -103.228006; 0.0),44.081176,-103.228006,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/settling-in-south-dakota,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a88
371,TVEpisode,1,Retro Styles in Rapid City,https://www.hgtv.com/shows/house-hunters/episodes/retro-styles-in-rapid-city,A couple in Rapid City; South Dakota; battles over which retro style is right for their new home. While he likes old-school Victorian or Craftsman; she's into midcentury; so their friend may have to be the tie-breaker.,164,Rapid City,South Dakota,0,House Hunters,Rapid City; South Dakota,Rapid City; Pennington County; South Dakota; United States of America,(44.081176; -103.228006; 0.0),44.081176,-103.228006,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/retro-styles-in-rapid-city,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a356
269,TVEpisode,4,Going Back to Boise,https://www.hgtv.com/shows/house-hunters/episodes/going-back-to-boise,A Los Angeles couple considers returning home to Boise; Idaho; to be closer to family now that they have a young son. He thinks they should wait until his LA job is completed; but she insists they buy in Boise now since the market is poised to explode.,172,Boise,Idaho,0,House Hunters,Boise; Idaho,Boise; Ada County; Idaho; United States of America,(43.6166163; -116.200886; 0.0),43.6166163,-116.200886,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/going-back-to-boise,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a455
633,TVEpisode,3,Large Space in Sioux Falls,https://www.hgtv.com/shows/house-hunters/episodes/large-space-in-sioux-falls,A young family is on the hunt for a larger property in the Sioux Falls area of South Dakota. She wants a cozy; ranch-style home with a finished basement; but he's looking for a farmhouse with a large yard and room for a workshop.,144,Sioux Falls,South Dakota,0,House Hunters,Sioux Falls; South Dakota,Sioux Falls; Minnehaha County; South Dakota; United States of America,(43.5499749; -96.700327; 0.0),43.5499749,-96.700327,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/large-space-in-sioux-falls,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a99
